,country,industry,industryKey,sector,sectorKey,longBusinessSummary,fullTimeEmployees,compensationAsOfEpochDate,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk
0,Germany,Capital Markets,capital-markets,Financial Services,financial-services,"flatexDEGIRO AG provides online brokerage and IT solutions in the areas of finance and financial technology services in Europe. It operates through flatex and DEGIRO segments. The company offers online brokerage services, including execution-only securities transactions under the flatex brand; shares, bonds, futures, options, stock-exchange-traded products, and stock-exchange-traded funds under the DEGIRO brand name; and services for professional traders, short selling services for selected shares and bonds, and trading lines under the ViTrade brand. It also provides securities settlement and automated transaction processing services; business process outsourcing for banking processes; securities-backed lending; and treasury products, such as overnight and fixed-term deposits, bank and government bonds, cash loans and mortgage bonds, undertakings for collective investment in transferable securities, and special funds. In addition, the company develops, produces, distributes, and maintains software, hardware, and information technology infrastructure. Further, it offers flatex Core Banking System, a platform for the technological mapping of business processes for bank operations. The company was formerly known as flatex AG and changed its name to flatexDEGIRO AG in October 2020. flatexDEGIRO AG was incorporated in 1999 and is based in Frankfurt am Main, Germany.",1273.0,1703980800.0,0.04,0.0028,1717545600.0,0.0392,,1.034,14.235295,13.2,119234.0,119234.0,167534.0,229423.0,229423.0,1622421248.0,8.586,14.73,3.7548833,12.8095,11.8714,0.04,0.002773925,EUR,-924172672.0,0.26067,74815531.0,110033000.0,111737000.0,6.623,2.19236,1703980800.0,1735603200.0,1719705600.0,2.033,112632000.0,1.02,1.1,0.56,4:1,1630540800.0,-2.139,,0.46512592,0.3478098,0.04,1717545600.0,GER,EQUITY,FTK.DE,FTK.DE,FLATEXDEGIRO AG NA O.N.,flatexDEGIRO AG,1280991600,Europe/Berlin,CEST,2685705984.0,24.408,,174864000.0,1.012,1.012,432083008.0,23.996,3.945,0.02477,0.16610001,,211412000.0,2.056,0.281,0.82615995,,0.36139,EUR,,10.0,3.0,9.0,1.0,7.0
0,Greece,REIT - Office,reit-office,Real Estate,real-estate,"Prodea Real Estate Investment Company Société Anonyme, together with its subsidiaries, invests in, manages, and operates real estate properties primarily in Greece, Italy, and Romania. The company's properties include retail and office properties, and land plots, as well as city hotels, storage spaces, archives, petrol stations, and parking spaces. It primarily serves blue-chip tenants. The company is headquartered in Athens, Greece. Prodea Real Estate Investment Company Société Anonyme is a subsidiary of Invel Real Estate (Netherlands) II B.V.",797.0,,0.27,0.0422,1718323200.0,0.72650003,5.3,-0.204,19.117647,13.2653055,127.0,127.0,210.0,315.0,315.0,1660717568.0,6.25,8.05,8.552685,6.968,7.3245,0.247,0.038,EUR,3138133504.0,0.44419998,33799372.0,255495008.0,255495008.0,5.931,1.0959365,1703980800.0,1735603200.0,1719705600.0,-0.016,86252000.0,0.34,0.49,,,,16.161,29.159,-0.09722221,0.3478098,0.137,1718323200.0,ATH,EQUITY,PRODEA.AT,PRODEA.AT,PRODEA INVESTMENTS,Prodea Real Estate Investment Company Société Anonyme,1248334200,Europe/Athens,EEST,108506000.0,0.425,107623000.0,1419837056.0,0.457,1.164,194175008.0,84.436,0.76,0.02029,0.04091,167695872.0,42507000.0,-0.016,0.302,0.70225,0.55426,0.35568002,EUR,,,,,,
0,Portugal,Utilities - Diversified,utilities-diversified,Utilities,utilities,"REN - Redes Energéticas Nacionais, SGPS, S.A., through its subsidiaries, engages in the transmission of electricity and natural gas in Portugal. It operates in two segments, Electricity and Gas; and Telecommunications. The company operates as a national electricity transmission network; purchases, sells, imports, and exports electricity and natural gas; manages a concession to operate a pilot area to produce electric energy from ocean waves; and operates a telecommunications network. It also operates liquefied natural gas terminal maintenance and regasification facilities; and manages projects and ventures in the natural gas sector. In addition, the company provides underground storage development, maintenance, and operation services; natural gas transport and management services; and distributes natural gas, as well as communication and sustainability, marketing, business management, business development and consulting, and IT project services. Further, it invests in assets, shares, companies, and associations; transmits and transforms electricity in Chile, as well as participates, finances, collaborates, and conducts management of companies; and manages back offices. As of December 31, 2023, it operated national electricity transmission system with 9,409 kilometers of line circuits, 70 transformer substations, and 17 switching and transition stations; and national natural gas transmission network with 1,375 kilometers of high-pressure gas pipelines, 66 junction stations for pipeline branching, 45 block valve stations, 5 T-branch interconnection stations, 85 gas pressure regulating and metering stations, and 2 custody transfer stations. The company was founded in 1994 and is headquartered in Lisbon, Portugal.",758.0,1703980800.0,0.18,0.074499995,1716940800.0,0.6253,6.79,0.27,9.64,13.388888,127403.0,127403.0,418743.0,324542.0,324542.0,1598577152.0,2.115,2.5,1.6747499,2.3939,2.310625,0.154,0.06403326,EUR,4269603328.0,0.14123,383008396.0,663310016.0,663310016.0,2.194,1.0984503,1703980800.0,1735603200.0,1719705600.0,-0.106,134802000.0,0.25,0.18,3.33,,,4.473,8.963,,0.3478098,0.09,1716940800.0,LIS,EQUITY,RENE.LS,RENE.LS,REN,"REN - Redes Energéticas Nacionais, SGPS, S.A.",1184054400,Europe/Lisbon,WEST,47969000.0,0.072,476368992.0,2722311936.0,0.236,0.465,954516992.0,187.038,1.439,0.02331,0.092089996,-423721632.0,135434000.0,-0.125,0.028,0.58357,0.49907002,0.21119,EUR,,3.0,8.0,3.0,9.0,5.0
0,Austria,Airports & Air Services,airports-air-services,Industrials,industrials,"DO & CO Aktiengesellschaft provides catering services in Austria, Turkey, Great Britain, the United States, Spain, Germany, and internationally. It operates through three divisions: Airline Catering; International Event Catering; and Restaurants, Lounges & Hotel. The company offers airline catering services; and event catering, infrastructure, and planning services. It also engages in the operation of lounges, retail stores, airport catering, restaurants and Demel café, hotels, and staff restaurants. The company operates restaurants and cafes under the DO & CO, Hédiard, HENRY, AIOLI, and Demel brands. DO & CO Aktiengesellschaft was founded in 1981 and is headquartered in Vienna, Austria.",14888.0,1672444800.0,1.0,0.0062,1690156800.0,0.157,1.33,1.758,22.98273,1.4891669,1968.0,1968.0,7179.0,11306.0,11306.0,1607984384.0,106.0,169.6,0.81621915,145.212,145.322,1.5,0.010359116,EUR,1845519616.0,0.03521,7682179.0,10983500.0,11524900.0,28.996,5.048972,1711843200.0,1743379200.0,1719705600.0,0.204,69370000.0,6.37,98.31,,4:1,1187308800.0,0.937,9.413,0.32358313,0.3478098,1.0,1690156800.0,VIE,EQUITY,DOC.VI,DOC.VI,DO & CO AG,DO & CO Aktiengesellschaft,946886100,Europe/Amsterdam,CEST,266840000.0,24.309,196060000.0,487280000.0,0.941,1.14,1970040064.0,137.696,182.86,0.084189996,0.27487,61632500.0,170650000.0,0.178,0.376,0.24853,0.09952,0.0655,EUR,,3.0,3.0,8.0,1.0,5.0
0,France,Auto Parts,auto-parts,Consumer Cyclical,consumer-cyclical,"Forvia SE, together with its subsidiaries, manufactures and sells automotive technology solutions in France, Germany, other European countries, the Americas, Asia, and internationally. It operates through Seating, Clean Mobility, Electronics, Lighting, and Lifecycle Solutions segments. The Seating segment designs and manufactures vehicle seats, seating frames, and comfort solutions, as well as adjustment mechanisms. The Clean Mobility segment designs and manufactures exhaust systems, solutions for fuel cell electric vehicles, and aftertreatment solutions for commercial vehicles. The Electronics segment designs and manufactures display technologies, driver assistance systems, and cockpit electronics, including HELLA electronics and Clarion electronics The Lighting segment designs and manufactures lighting technologies. The Lifecycle Solutions segment provides solutions extending the vehicle lifecycle, as well as workshop equipment and special original equipment. The company also offers actuators, and electrification and energy management solutions as well as zero-emissions solutions. The company was formerly known as Faurecia S.E. and changed its name to Forvia SE in June 2023. Forvia SE was incorporated in 1929 and is headquartered in Nanterre, France.",149294.0,1703980800.0,0.5,0.060700003,1717459200.0,0.4464,2.06,1.819,7.2553573,2.4475906,493867.0,493867.0,1171321.0,994044.0,994044.0,1595410176.0,7.762,21.63,0.05873771,8.90996,12.74361,0.5,0.062034737,EUR,10231654400.0,0.0073100002,160793823.0,196334000.0,208383008.0,22.639,0.35893813,1703980800.0,1735603200.0,1719705600.0,-0.831,222400000.0,1.12,3.32,0.34,,,0.377,4.345,-0.5060588,0.3478098,0.5,1717459200.0,PAR,EQUITY,FRVIA.PA,FRVIA.PA,FORVIA,Forvia SE,946886400,Europe/Paris,CEST,4285400064.0,21.827,2354899968.0,11158899712.0,0.77,0.978,27161600000.0,179.389,138.055,0.02493,0.06291,1449987456.0,2732499968.0,-0.86,-0.006,0.13363,0.0867,0.04403,EUR,,7.0,3.0,3.0,4.0,3.0
0,Netherlands,Leisure,leisure,Consumer Cyclical,consumer-cyclical,"Basic-Fit N.V., together with its subsidiaries, engages in the operation of fitness clubs. It operates clubs under Basic-Fit brand in the Netherlands, Belgium, Luxembourg, Germany, France, and Spain. The company was founded in 1984 and is based in Hoofddorp, the Netherlands.",8182.0,1703980800.0,,,,,,1.711,217.27272,18.527132,39228.0,39228.0,112042.0,104942.0,104942.0,1577399936.0,19.06,29.1,1.3939763,22.8788,22.8551,,,EUR,4228410880.0,0.00674,40466580.0,66000000.0,66267000.0,6.186,3.8635628,1703980800.0,1735603200.0,1719705600.0,,7623000.0,0.11,1.29,0.37,,,3.737,13.812,-0.11176044,0.3478098,,,AMS,EQUITY,BFIT.AS,BFIT.AS,BASIC-FIT,Basic-Fit N.V.,1465542000,Europe/Amsterdam,CEST,35042000.0,0.531,306147008.0,2678132992.0,0.221,0.267,1131582976.0,655.936,17.145,0.021329999,0.01887,14808750.0,535520000.0,,0.169,0.79759,0.27055,0.09319,EUR,,4.0,2.0,6.0,4.0,4.0
0,Poland,Entertainment,entertainment,Communication Services,communication-services,"Cyfrowy Polsat S.A. provides digital satellite platform and terrestrial television (TV), and telecommunication services in Poland. The company offers satellite and Internet pay television, mobile and fixed-line telephony, mobile and fixed-line broadband Internet access, wholesale, and TV broadcasting and production services, as well as online content, news, and video sharing services. It offers TV channels, including terrestrial, general entertainment, sports and e-sports, music, lifestyle, news/information, children's, education, and movie channels; and over the top services, such as Polsat GO, VOD/PPV, online video and music, catch-up TV, and multiroom HD services. In addition, the company provides database of legal video content and live broadcasts; online TV channels; live coverages of sports events; and feature films, and TV series and programs. Further, it offers telecommunications, software, retail, radio and TV, media, call center and premium rate, technical, advertising, Web portals, monetary intermediation, sponsorship, broadcasting and signal transmission, premises and other financial services; produces broadcasting, television, and electronic equipment; produces, leases, and sells set-top boxes; and sells licenses, sublicenses, and property rights, as well as STB hard disk drives, antennas, Internet modems, tablets, laptops, routers, TV sets, accessories, and other devices. The company was formerly known as Polsat Cyfrowy S.A. and changed its name to Cyfrowy Polsat S.A. in 2004. Cyfrowy Polsat S.A. was incorporated in 1996 and is headquartered in Warsaw, Poland.",8192.0,1703980800.0,,,1663545600.0,,,0.568,11.712265,22.169643,1169437.0,1169437.0,1154446.0,913666.0,913666.0,6836989952.0,9.656,15.1,0.48847854,13.3296,11.96644,,,PLN,20828672000.0,0.03914,331393559.0,550704000.0,550704000.0,24.705,0.50252986,1703980800.0,1735603200.0,1719705600.0,,547800000.0,1.06,0.56,1.7,,,1.488,7.351,-0.06928766,0.3478098,1.2,1663545600.0,WSE,EQUITY,CPS.WA,CPS.WA,CYFRPLSAT,Cyfrowy Polsat S.A.,1210057200,Europe/Warsaw,CEST,3060000000.0,4.785,2833499904.0,15379500032.0,1.215,1.651,13996499968.0,92.293,25.416,0.022880001,0.036429998,84962496.0,2616600064.0,,0.05,0.08206,0.20244,0.11464,PLN,,,,,,
0,France,Building Materials,building-materials,Basic Materials,basic-materials,"Vicat S.A., together with its subsidiaries, engages in the production and sale of cement, ready-mixed concrete, and aggregates for construction industry. The company operates in three segments: Cement, Concrete & Aggregates, and Other Products & Services. The Cement segment offers various cement products for the general contractors, such as concrete mixers, manufacturers of precast concrete products, construction and public works contractors, local authorities, residential property developers or master masons, and construction material wholesalers or retail chains. The Concrete & Aggregates segment provides ready-mixed concrete comprising standard and special concrete for the construction and public works contractors, including construction groups, house building companies, farmers, or private individuals; and aggregates, such as sands and gravel products for the ready-mixed concrete and precast concrete products manufacturers. The Other Products & Services segment is involved in the transportation of cement, ready-mixed concrete, and aggregates; provision of construction chemicals for use in exterior wall coatings, mortar and traditional concretes, tiling adhesives, and thermal insulation products, as well as for the products used to repair floors and walls; and production of specialty papers and paper bags for the agro-food, chemical, and construction sectors. It operates in France, Switzerland, Italy, the United States, Brazil, India, Kazakhstan, Turkey, Egypt, Senegal, Mali, and Mauritania. The company was incorporated in 1853 and is headquartered in L'Isle-d'Abeau, France.",9955.0,1703980800.0,2.0,0.0581,1714348800.0,0.3344,5.16,1.167,5.827759,5.9067793,13125.0,13125.0,23761.0,31935.0,31935.0,1575181568.0,27.85,38.4,0.39755315,32.434,34.5335,2.0,0.057224605,EUR,3429586688.0,0.06762,17269209.0,44487600.0,45198900.0,62.178,0.56048757,1703980800.0,1735603200.0,1719705600.0,0.101,267916000.0,5.98,5.9,0.35,3:1,1157068800.0,0.866,4.918,0.18213058,0.3478098,2.0,1714348800.0,PAR,EQUITY,VCT.PA,VCT.PA,VICAT,Vicat S.A.,946972800,Europe/Paris,CEST,522931008.0,11.755,697307008.0,2107785984.0,0.996,1.678,3962191104.0,68.971,88.487,0.04358,0.10172,117930128.0,570177024.0,0.105,0.013,0.35156,0.17599002,0.09611,EUR,,10.0,9.0,8.0,8.0,9.0
0,Italy,Engineering & Construction,engineering-construction,Industrials,industrials,"Salcef Group S.p.A. designs, constructs, and maintains railway infrastructure and civil works worldwide. The company is involved in the renewal and replacement of railway lines and sleepers, cleaning and replacement of ballasts, levelling of tracks, reactivation of lines, and destressing activities; construction of ballasted and ballastless tracks; execution of light civil and infrastructural works, such as industrial engineering, restyling bridges and tunnels, modernizing stations, building small underpasses and overpasses, and rebuilding road networks; and provision of rail grinding services. It also designs, constructs, sells, and maintains rolling stock and railway equipment, including modular platforms, motor trolleys, trolleys with cranes, concrete mix, and track positioning jigs, as well as provides used equipment and after-sales services. In addition, the company engages in the design, construction, installation, renewal, and maintenance of various electrification systems for railway, metro, and tram lines; signaling, technological, and telecommunication systems; and electrical transmission and overhead power lines, as well as underground cables. Further, it manufactures and sells various types of railway sleepers, precast reinforced concrete slabs, and precast tunnel lining segments; undertakes architectural, structural, and plant engineering projects comprising railway stations, bridges and viaducts, railway tunnels, and environmental mitigation works; and offers design and engineering services for railway and infrastructures works. The company was founded in 1949 and is headquartered in Rome, Italy. Salcef Group S.p.A. is a subsidiary of Finhold S.r.l.",2235.0,,0.55,0.021300001,1715558400.0,0.5093,,0.698,23.888887,15.449101,813.0,813.0,28523.0,16936.0,16936.0,1571908864.0,21.15,26.35,1.7235512,25.733,24.62,0.55,0.02131783,EUR,1613783936.0,0.07221,60926657.0,60926700.0,1076960.0,7.33,3.5197816,1703980800.0,1735603200.0,1719705600.0,0.122,65857392.0,1.08,1.67,,,,1.769,9.927,0.15955055,0.3478098,0.55,1715558400.0,MIL,EQUITY,SCF.MI,SCF.MI,SALCEF GROUP,Salcef Group S.p.A.,1573200000,Europe/Rome,CEST,243389440.0,3.995,162560144.0,282323808.0,1.187,1.329,912017536.0,62.803,14.946,0.05982,0.14992,32168682.0,97223520.0,0.129,0.363,0.38728002,0.17824,0.12795,EUR,,,,,,
0,Italy,Aerospace & Defense,aerospace-defense,Industrials,industrials,"Fincantieri S.p.A. operates in the shipbuilding industry worldwide. It operates in three segments: Shipbuilding; Offshore and Specialized Vessels; and Equipment, Systems and Infrastructure. The Shipbuilding segment designs and constructs cruise ships; expedition cruise vessels; naval vessels, such as aircraft carriers, destroyers, frigates, corvettes, patrol vessels, amphibious and logistic support ships, multirole and research vessels, special vessels, and submarines, as well as product lifecycle management, and training and assistance services; ship interiors comprising cabins, wet units, public areas, catering, glazing, and interior design solutions; and ship repairs, refitting, conversions, and refurbishment services. The Offshore and Specialized Vessels segment designs and constructs high-end offshore support vessels for offshore wind farms, and the oil and gas industry; specialized ships, such as cable-laying vessels and ferries; and unmanned vessels. The Equipment, Systems and Infrastructure segment offers energy generation/storage systems, such as electrical, electronic and electromechanical integrated systems, and entertainment systems; stabilization, propulsion, positioning, and power generation systems; and steam turbines, as well as designs and integrates systems with a focus on automation, cyber security, telecommunications, and critical infrastructures. This segment also is also involved in the design, construction, and assembly of steel structures on large project, including bridges, viaducts, airports, ports, maritime/hydraulic works, and large commercial and industrial buildings. The company provides dry-dock management; engineering, project, and supply chain management; information technology consultancy; mechanical products sale and after-sale; marine diesel engine maintenance; technological research and development; ship accommodation services; and charters boats, ships, and barges. The company was founded in 1959 and is headquartered in Trieste, Italy.",22064.0,1703980800.0,,,1555286400.0,,,1.248,,16.817242,266502.0,266502.0,897751.0,488562.0,488562.0,1568340736.0,3.508224,6.248903,0.21028388,4.80198,4.719966,,,EUR,3818273024.0,-0.00764,105785850.0,321579008.0,321579008.0,2.712,1.7983038,1703980800.0,1735603200.0,1719705600.0,,-56981000.0,-0.42,0.29,-368.58,1:10,1718582400.0,0.512,11.769,0.3626572,0.3478098,0.07753,1555286400.0,MIL,EQUITY,FCT.MI,FCT.MI,FINCANTIERI,Fincantieri S.p.A.,1404370800,Europe/Rome,CEST,430372992.0,2.541,324428000.0,3422351872.0,0.73,0.878,7458207232.0,747.95,43.987,0.00944,-0.115480006,1191561472.0,666078016.0,,0.003,0.22188999,0.0435,0.02632,EUR,,6.0,4.0,7.0,10.0,7.0
0,Germany,Restaurants,restaurants,Consumer Cyclical,consumer-cyclical,"HelloFresh SE, together with its subsidiaries, operates as meal kit provider for home industry. The company offers premium meals, protein swaps, double portions, and extra recipes, as well as add-ons, such as soups, snacks, fruit boxes, desserts, ready-to-eat meals, and seasonal boxes. It has operations in the United States, Canada, Australia, Austria, Belgium, Germany, Denmark, France, Luxembourg, the Netherlands, New Zealand, Switzerland, Sweden, Spain, Norway, Italy, and the United Kingdom. The company operates under the HelloFresh brand; and owns the Chefs Plate, Good Chop, The Pets Table, EveryPlate, Factor, Green Chef, and YouFoodz brand names. HelloFresh SE was founded in 2011 and is headquartered in Berlin, Germany.",19012.0,,,,,,,0.029,,17.13077,555872.0,555872.0,1646559.0,741258.0,741258.0,1554651008.0,4.422,25.89,0.20223628,7.75076,7.912085,,,EUR,1805808768.0,-0.01258,145329984.0,171111008.0,174523008.0,5.717,1.5581598,1703980800.0,1735603200.0,1719705600.0,-0.863,-96700000.0,-0.59,0.52,0.68,,,0.235,27.196,-0.64109373,0.3478098,,,GER,EQUITY,HFG.DE,HFG.DE,HELLOFRESH SE  INH O.N.,HelloFresh SE,1509609600,Europe/Berlin,CEST,381900000.0,2.281,66400000.0,681900032.0,0.372,0.715,7687300096.0,71.463,45.127,-0.014730001,-0.09821,83262496.0,323400000.0,-0.87,0.017,0.63444,0.008640001,0.00548,EUR,,2.0,1.0,7.0,1.0,3.0
0,Sweden,Gambling,gambling,Consumer Cyclical,consumer-cyclical,"Betsson AB (publ), through its subsidiaries, invests in and manages online gaming business primarily in the Nordic countries, Latin America, Western Europe, Central and Eastern Europe, Central Asia, and internationally. The company offers casino games, including slots, table games, live casino, and other games; sportsbook that offers bets on a various sports, leagues, and markets; and poker, bingo, scratch cards, and table and dice games. It markets its products under the Betsson, Betsafe, Nordicbet, Casinoeuro, and other brands. The company was founded in 1963 and is based in Stockholm, Sweden.",2251.0,1703980800.0,7.43,0.0572,1725840000.0,0.4321,,0.7,8.887362,7.3900623,146711.0,146711.0,257397.0,275304.0,275304.0,17764806656.0,99.1,135.36,17.60286,127.6648,118.55395,0.645,0.004969183,SEK,17726918656.0,0.17458999,117899820.0,122252000.0,137286000.0,5.93,21.821247,1703980800.0,1735603200.0,1719705600.0,-0.094,176200000.0,14.56,17.51,0.02,3:1,1432252800.0,17.565,72.175,0.23384035,0.3478098,0.3225,1725840000.0,STO,EQUITY,BETS-B.ST,BETS-B.ST,Betsson AB ser. B,Betsson AB (publ),962002800,Europe/Stockholm,CEST,263900000.0,1.922,245610000.0,184100000.0,1.699,1.699,1009200000.0,22.981,7.348,0.12196,0.23433,110248128.0,218300000.0,-0.099,0.147,0.79947996,0.24337,0.28987,EUR,,1.0,2.0,1.0,9.0,1.0
0,France,Software - Application,software-application,Technology,technology,"Esker SA operates cloud platform for finance and customer service professionals in France and internationally. The company offers Esker on Demand, an on-demand document process automation platform; FlyDoc, an online fax and mail delivery service; CalvaEDI, a SaaS solution for decision-makers in the transport industry; Esker EDI Services, a SaaS solution that enables industrial companies to exchange various business documents in EDI format; TermSync - Cash Collection, a cloud-based service for managing the accounts receivable collection process for customer invoices issued by Esker on Demand or any other third-party solution; Esker Fax, a fax server; VSI-Fax, a production fax server; Tun Plus, a terminal emulator reproducing the screens of large systems in a Windows-type environment; and SmarTerm, a terminal emulator. The company serves the life sciences, building materials, food and beverages, electronics, and chemical industries. Esker SA was incorporated in 1985 and is headquartered in Lyon, France.",1042.0,1640908800.0,0.65,0.0025,1719187200.0,0.3071,0.34,1.174,107.70491,59.189186,19948.0,19948.0,21268.0,32574.0,32574.0,1560485248.0,109.6,272.0,7.716808,241.24,193.706,,,EUR,,0.082370006,5447832.0,5937920.0,5932470.0,18.429,14.260132,1703980800.0,1735603200.0,1719705600.0,0.247,16657000.0,2.44,4.44,4.85,,,,,1.2897034,0.3478098,0.65,1719187200.0,PAR,EQUITY,ALESK.PA,ALESK.PA,ESKER,Esker SA,955522800,Europe/Paris,CEST,,,24239500.0,,,,202219008.0,,32.458,,,,,,0.055,0.4246,0.11987001,0.12802,EUR,,2.0,9.0,5.0,8.0,7.0
0,Austria,Real Estate Services,real-estate-services,Real Estate,real-estate,"S IMMO AG is a real estate investment company with its head office in Vienna. Since 1987, we have been listed on the Vienna Stock Exchange. We invest exclusively in the European Union with a focus on capital cities in Austria, Germany and CEE. Around 67% of our property portfolio consist of commercial properties (offices, shopping centres and hotels). The remaining 33% comprise residential properties. Our aim is to make our company consistently more successful, thus creating value for our shareholders.",611.0,1577750400.0,,,1654646400.0,,2.84,0.454,,21.153847,500.0,500.0,134.0,,,1553457280.0,12.28,22.8,4.020532,22.33,19.07405,,,EUR,3263076096.0,0.05307,7268074.0,70292200.0,70611696.0,23.963,0.91808206,1703980800.0,1735603200.0,1719705600.0,,-4846000.0,-0.07,1.04,-0.69,,,8.445,18.413,0.65662646,0.3478098,0.65,1654646400.0,FRA,EQUITY,T1L.F,T1L.F,S IMMO AG,S IMMO AG,1149141600,Europe/Berlin,CEST,344412992.0,4.969,177216000.0,2034120960.0,0.996,1.881,386380992.0,118.994,5.508,0.02668,-0.00751,186311632.0,141567008.0,,0.393,0.46226,0.45866,0.46245998,EUR,,2.0,8.0,7.0,6.0,8.0
0,Germany,Specialty Retail,specialty-retail,Consumer Cyclical,consumer-cyclical,"Ceconomy AG, together with its subsidiaries, engages in the consumer electronics retail business. It operates stores under the MediaMarkt and Saturn brands. The company offers professional assistance for the installation, connection, and troubleshooting of electronic devices at home under the Deutsche Technikberatung brand. It operates in Germany, Austria, Switzerland, and Hungary, as well as in Western, Southern, and Eastern Europe. Ceconomy AG is based in Düsseldorf, Germany.",41365.0,1703980800.0,,,1644451200.0,,3.8,2.215,11.285714,7.52381,115145.0,115145.0,259413.0,202848.0,202848.0,1542061056.0,1.7,3.39,0.068284154,2.847,2.552045,,,EUR,3505199872.0,0.00598,178200000.0,485220992.0,485220992.0,1.037,3.047252,1696032000.0,1727654400.0,1719705600.0,,135000000.0,0.28,0.42,0.44,,,0.155,7.755,0.62706614,0.3478098,0.17,1644451200.0,GER,EQUITY,CEC.DE,CEC.DE,CECONOMY AG  INH O.N.,Ceconomy AG,888566400,Europe/Berlin,CEST,732000000.0,1.491,452000000.0,2683000064.0,0.377,0.897,22582999040.0,528.15,45.447,0.02263,0.27309,532649984.0,856000000.0,,0.086,0.17735,0.02002,-0.012610001,EUR,,2.0,3.0,4.0,1.0,2.0
0,Netherlands,Biotechnology,biotechnology,Healthcare,healthcare,"NewAmsterdam Pharma Company N.V., a late-stage biopharmaceutical company, develops therapies to enhance patient care in populations with metabolic disease. It is developing obicetrapib, an oral low-dose cholesteryl ester transfer protein (CETP) inhibitor, that is in various clinical trials as a monotherapy and a combination therapy with ezetimibe for lowering LDL-C for cardiovascular diseases. The company also develops Obicetrapib which is in Phase 2a clinical trial for Alzheimer's disease. NewAmsterdam Pharma Company N.V. is headquartered in Naarden, the Netherlands.",57.0,1703980800.0,,,,,,,,-11.0,20677.0,20677.0,351562.0,229480.0,229480.0,1722894720.0,5.633,26.35,232.07095,16.6362,19.0907,,,USD,1280145792.0,,33890782.0,90015400.0,90015400.0,4.304,4.447026,1703980800.0,1735603200.0,1719705600.0,,-229402000.0,-2.62,-1.74,,,,172.433,-6.136,1.5333333,0.3478098,,,NGM,EQUITY,NAMS,NAMS,NewAmsterdam Pharma Company N.V,NewAmsterdam Pharma Company N.V.,1612881000,America/New_York,EDT,430708000.0,4.785,-208628000.0,562000.0,9.626,9.83,7424000.0,0.145,0.085,-0.27145,-0.54077,-108423160.0,-188631008.0,,0.327,1.0,,-23.06933,USD,,,,,,
0,Spain,Auto Parts,auto-parts,Consumer Cyclical,consumer-cyclical,"Gestamp Automoción, S.A. designs, develops, manufactures, and sells metal automotive components in Western Europe, Eastern Europe, Mercosur, North America, and Asia. The company offers body-in-white products, such as bonnets, roofs, doors, and mudguards, as well as other surface and assembly parts; and structural and crash-related elements that include floors, pillars, rails, and wheel arches. It also provides chassis parts, such as systems, frames, and related parts consisting of front and rear axles and couplings, control arms, and integrated couplings; and mechanism parts, including hinges, door checks, electrical systems, and powered systems, as well as driver controls. In addition, the company offers hydraulic presses and dies. Further, it researches and develops new technologies. The company serves vehicle manufacturers. The company was incorporated in 1997 and is headquartered in Madrid, Spain. Gestamp Automoción, S.A. is a subsidiary of Gestamp 2020, S.L.",40566.0,1703980800.0,0.15,0.056399997,1719792000.0,0.36830002,,1.247,6.8124995,5.046296,208590.0,208590.0,449726.0,425074.0,425074.0,1550037120.0,2.44,3.772,0.1268439,2.6245,2.845195,0.077,0.02810219,EUR,4541850624.0,0.01836,142681524.0,568820992.0,586809024.0,3.984,0.68398595,1703980800.0,1735603200.0,1719705600.0,-0.379,224308000.0,0.4,0.54,0.22,,,0.372,4.416,-0.2538126,0.3478098,0.0773,1719792000.0,MCE,EQUITY,GEST.MC,GEST.MC,"GESTAMP AUTOMOCION, S.A.","Gestamp Automoción, S.A.",1491548400,Europe/Madrid,CEST,1245250048.0,2.183,1028547968.0,3523550976.0,0.793,1.006,12220036096.0,118.516,21.329,0.03573,0.098900005,72058624.0,1137960960.0,-0.365,-0.013,0.36933,0.08417,0.046329997,EUR,,5.0,9.0,3.0,3.0,6.0
