"Rank","Name","Symbol","marketcap","price (USD)","country"
"853","Sedlmayr Grund und Immobilien AG","SPB.F","927561694","1263.2","Germany"
"854","Rhön-Klinikum","RHK.DE","925694662","13.721","Germany"
"855","Grupa Pracuj","GPP.WA","925234314","13.5536","Poland"
"856","Vossloh AG","VOS.DE","920002195","52.3794","Germany"
"857","AMAG Austria Metall","AM8.F","913953105","25.4819","Austria"
"858","Drägerwerk","DRW8.F","913608956","47.6968","Germany"
"859","NTG Nordic Transport Group A/S","NTG.CO","907833132","42.6101","Denmark"
"860","Musti Group","MUSTI.HE","901687797","27.0064","Finland"
"861","Volati AB","VOLO.ST","901185782","10.114","Sweden"
"862","Audax Renovables","ADX.MC","896060355","1.98846","Spain"
"863","Bénéteau","BEN.PA","890124029","10.8135","France"
"864","Montepino Logística","MLMTP.PA","889563341","10.3452","Spain"
"865","Derichebourg","DBG.PA","889114651","5.58096","France"
"866","Spadel","SPA.BR","885841890","213.438","Belgium"
"867","EuroTeleSites","ETS.VI","885529592","5.3305","Austria"
"868","Modern Times Group (MTG)","MTG-B.ST","883786583","7.39434","Sweden"
"869","Altareit","AREIT.PA","879611177","503.104","France"
"870","Puuilo","PUUILO.HE","879089518","10.4378","Finland"
"871","Core Laboratories","CLB","877038528","18.695","Netherlands"
"872","ChemoMetec","CHEMM.CO","870018363","49.9939","Denmark"
"873","Zeal Network","TIMA.F","865692170","39.6385","Germany"
"874","Tsakos Energy Navigation","TNP","863923968","29.28","Greece"
"875","Realia Business","RLIA.MC","862052610","1.06283","Spain"
"876","AT&amp;S Austria Technologie &amp; Systemtechnik","ATS.VI","851205506","21.9101","Austria"
"877","eDreams ODIGEO","EDR.MC","845586288","6.82783","Spain"
"878","Sto SE &amp; Co. KGaA","STO3.DE","845323750","131.547","Germany"
"879","Equasens","EQS.PA","836430657","55.6463","France"
"880","Nederman Holding","NMAN.ST","834186696","23.7556","Sweden"
"881","Norion Bank","NORION.ST","831482087","4.04849","Sweden"
"882","Électricite de Strasbourg","ELEC.PA","831471232","115.975","France"
"883","Fnac Darty","FNAC.PA","829845062","30.6","France"
"884","Paul Hartmann","PHH2.F","827695071","233.039","Germany"
"885","BASSAC","BASS.PA","824589507","49.8748","France"
"886","Banco di Desio e della Brianza","BDB.MI","822406203","6.12","Italy"
"887","Patrizia Immobilien","P1Z.VI","821630021","9.52848","Germany"
"888","Palfinger","PFI.F","819828013","23.0861","Austria"
"889","Jastrzebska Spólka Weglowa","JSW.WA","816794613","6.95665","Poland"
"890","Intrakat","INKAT.AT","814441921","5.07459","Greece"
"891","Bergman &amp; Beving","BERG-B.ST","809429286","30.3039","Sweden"
"892","Deutsche Pfandbriefbank","PBB.DE","807120566","5.92943","Germany"
"893","Navigo Invest","NAVIGO-STAM.ST","806768483","0.255241","Sweden"
"894","Karnov Group","KAR.ST","804375215","7.45648","Sweden"
"895","(DIA) Distribuidora Internacional de Alimentación","DIA.MC","802712421","0.0138299","Spain"
"896","PIERER Mobility","PKTM.VI","802312586","23.7395","Austria"
"897","CEWE","CWC.F","801411652","113.906","Germany"
"898","Nexity","NXI.PA","799635431","14.3417","France"
"899","Salzgitter","SZG.F","794552647","14.6902","Germany"
"900","Groupe CRIT","CEN.PA","789540534","74.921","France"
"901","ENCE Energía y Celulosa","ENC.MC","782827817","3.2277","Spain"
"902","MARR S.p.A.","MARR.MI","782674420","12.0004","Italy"
"903","Ontex Group","ONTEX.BR","782051704","9.63737","Belgium"
"904","Boozt","BOOZT.ST","781004126","11.9495","Sweden"
"905","OVS S.p.A.","OVS.MI","771580738","3.13841","Italy"
"906","Citycon","CTY1S.HE","770859545","4.186","Finland"
"907","CompuGroup Medical","COP.DE","770701061","14.8971","Germany"
"908","Recticel","RECT.BR","769492218","13.525","Belgium"
"909","Energiekontor","EKT.DE","767336862","55.1018","Germany"
"910","Wild Bunch","WBAH.F","766541862","32.0157","Germany"
"911","Auto Partner","APR.WA","757783283","5.80143","Poland"
"912","Compagnie des Alpes","CDA.PA","756555757","14.9842","France"
"913","Savencia Fromage &amp; Dairy","SAVE.PA","750894305","56.1908","France"
"914","Thermador Groupe","THEP.PA","749994904","81.7816","France"
"915","Logistea AB","LOGI-A.ST","749008763","1.54387","Sweden"
"916","Synergie SE","SDG.PA","748624720","32.1246","France"
"917","Elvalhalcor Hellenic Copper and Aluminium Industry","ELHA.AT","748604299","1.99499","Greece"
"918","Caisse Régionale de Crédit Agricole Mutuel Nord de France","CNDF.PA","748594472","12.9566","France"
"919","Kaufman &amp; Broad","KOF.PA","746943003","38.3317","France"
"920","BKS Bank","BKS.VI","744085271","16.3345","Austria"
"921","MLP SE","MLP.DE","743858208","6.75161","Germany"
"922","Agrana","AGR.VI","734924552","11.7609","Austria"
"923","VIEL &amp; Cie","VIL.PA","733797670","11.652","France"
"924","Aktia Bank","AKTIA.HE","733361943","10.073","Finland"
"925","Séché Environnement","SCHP.PA","730994019","93.3246","France"
"926","X-FAB","XFAB.PA","728341326","5.57552","Belgium"
"927","MedCap","MCAP.ST","720503088","48.6583","Sweden"
"928","Medion AG","MDN.DE","720118410","16.1167","Germany"
"929","Placoplatre","MLPLC.PA","718026057","549.929","France"
"930","TAKKT AG","TTK.DE","716801673","11.0639","Germany"
"931","Epsilon Net","EPSIL.AT","708265273","13.0676","Greece"
"932","Ellaktor","ELLAKTOR.AT","705216091","2.02548","Greece"
"933","IVS Group","IVS.MI","703268631","7.77524","Italy"
"934","Pierre et Vacances","VAC.PA","700532236","1.54198","France"
"935","Manitou Group","MTU.PA","699103160","18.1858","France"
"936","Cloetta","CLA-B.ST","692963835","2.4224","Sweden"
"937","Olvi plc","OLVAS.HE","689791275","33.3224","Finland"
"938","Arnoldo Mondadori Editore","MN.MI","687072721","2.64075","Italy"
"939","Südwestdeutsche Salzwerke","SSH.F","686540329","65.3381","Germany"
"940","TomTom","TOM2.AS","686456069","5.59185","Netherlands"
"941","ADS-TEC Energy","ADSE","683349312","13.27","Ireland"
"942","Develia","DVL.WA","681748500","1.50736","Poland"
"943","Comarch","CMR.WA","680990092","83.7281","Poland"
"944","Oeneo","SBT.PA","677984554","10.5848","France"
"945","JOST Werke SE","JST.DE","674175080","45.2467","Germany"
"946","Ascopiave","ASC.MI","674071654","3.10356","Italy"
"947","Tokmanni","TOKMAN.HE","667111733","11.3362","Finland"
"948","Synsam","SYNSAM.ST","667000564","4.51213","Sweden"
"949","Burelle","BUR.PA","662372122","377.872","France"
"950","Tarkett","TKTT.PA","660811883","10.0839","France"
"951","Kempower","KEMPOWR.HE","659095041","11.9242","Finland"
"952","Media and Games Invest","M8G.DE","655796145","3.45203","Malta"
"953","Ponsse","PON1V.HE","655205628","23.4128","Finland"
"954","Clariane","CLARI.PA","654185795","1.78809","France"
"955","Mühlbauer Holding","MUB.DE","652176796","45.9545","Germany"
"956","GFT Technologies","GFT.DE","650765493","24.7196","Germany"
"957","Sipef","SIP.BR","650027015","62.5068","Belgium"
"958","Mersen","MRN.PA","649867625","26.6797","France"
"959","Globe Trade Centre","GTC.WA","648842776","1.12989","Poland"
"960","TF Bank AB","TFBANK.ST","645367907","30.0171","Sweden"
"961","secunet","YSN.F","644625103","99.6406","Germany"
"962","CTT - Correios De Portugal","CTT.LS","644592626","4.68257","Portugal"
"963","NRJ Group","NRG.PA","644058700","8.05837","France"
"964","DEUTZ","DEZ.DE","643113440","4.63465","Germany"
"965","HOMAG Group","HG1.F","642348688","40.9452","Germany"
"966","Laurent-Perrier","LPE.PA","641806608","108.461","France"
"967","Wiit S.p.A.","WIIT.MI","640323729","24.5562","Italy"
"968","Nürnberger Versicherung","NBG6.F","639790918","55.5374","Germany"
"969","Curevac","CVAC","632565440","2.82","Germany"
"970","Wirtualna Polska (WP Holding)","WPL.WA","628709163","21.2297","Poland"
"971","MBB SE","MBB.DE","627469925","109.55","Germany"
"972","AlzChem Group","ACT.DE","627222651","61.6356","Germany"
"973","PostNL","PNL.AS","625219993","1.2534","Netherlands"
"974","Jumia","JMIA","623948928","5.095","Germany"
"975","Caisse régionale de Crédit Agricole Mutuel Atlantique Vendée","CRAV.PA","622918698","84.4169","France"
"976","PORR","ABS2.F","616043036","16.0514","Austria"
"977","eQ Oyj","EQV1V.HE","615494126","14.8644","Finland"
"978","Dynavox Group","DYVOX.ST","611422865","5.83135","Sweden"
"979","About You","YOU.DE","611173377","3.41936","Germany"
"980","Admie Holding","ADMIE.AT","610821422","2.6353","Greece"
"981","MYT Netherlands Parent (Mytheresa)","MYTE","604535936","7.09","Germany"
"982","YIT","YIT.HE","603615272","2.61788","Finland"
"983","Quadient","QDT.PA","600893512","17.5542","France"
"984","Abivax","ABVX","600864064","9.55","France"
"985","cBrain","CBRAIN.CO","600791413","30.7172","Denmark"
"986","Pharmanutra","PHN.MI","599508622","62.0712","Italy"
"987","Exmar","EXM.BR","598437565","10.3997","Belgium"
"988","Caisse Régionale de Crédit Agricole Mutuel Alpes Provence","CRAP.PA","594870556","80.0392","France"
"989","Indus Holding","INH.F","594116258","23.0317","Germany"
"990","Boiron","BOI.PA","588007788","33.8669","France"
"991","Attica Holdings","ATTICA.AT","587851534","2.41751","Greece"
"992","SMA Solar Technology","S92.F","586835466","16.9117","Germany"
"993","Pharming Group","PHAR","583384448","8.6","Netherlands"
"994","Hamborner REIT","HABA.DE","582858412","7.16541","Germany"
"995","Sligro Food","SLIGR.AS","580297053","13.133","Netherlands"
"996","GL Events SA","GLO.PA","579928860","19.7539","France"
"997","EuroGroup Laminations","EGLA.MI","578876933","3.55875","Italy"
"998","Groupe Guillin","ALGIL.PA","575743561","31.1445","France"
"999","Friedrich Vorwerk Group","VH2.DE","570671719","28.3676","Germany"
"1000","Nexters","GDEV","570351616","31.5","Cyprus"
"1001","Marimekko","MEKKO.HE","569934705","14.0477","Finland"
"1002","Ålandsbanken","ALBAV.HE","568114333","37.0249","Finland"
"1003","ProCredit","PCZ.DE","565864750","9.47403","Germany"
"1004","Autohellas","OTOEL.AT","565479935","11.7609","Greece"
"1005","F.I.L.A. - Fabbrica Italiana Lapis ed Affini","FILA.MI","564559591","11.1293","Italy"
"1006","WashTec AG","WSU.DE","563971478","42.1431","Germany"
"1007","Atal S.A.","1AT.WA","561626696","12.9962","Poland"
"1008","SP Group A/S","SPG.CO","561285129","46.4771","Denmark"
"1009","adesso SE","ADN1.DE","560929265","86.0285","Germany"
"1010","Aramis Group","ARAMI.PA","556162997","6.72983","France"
"1011","Mutares","MUX.DE","553286482","25.8086","Germany"
"1012","Caisse Régionale de Crédit Agricole Mutuel Sud Rhône Alpes","CRSU.PA","553246826","121.943","France"
"1013","Tinexta","TNXT.MI","552659758","12.0549","Italy"
"1014","Groupe SAMSE","SAMS.PA","550531757","160.623","France"
"1015","Klöckner &amp; Co","KCO.DE","547468148","5.4884","Germany"
"1016","Nilfisk Holding","NLFSK.CO","543886510","20.0501","Denmark"
"1017","Delta Plus Group","ALDLT.PA","542814122","75.5744","France"
"1018","Care Property Invest NV","CPINV.BR","540552865","14.614","Belgium"
"1019","STRATEC","SBS.F","537438240","44.2121","Germany"
"1020","Evli","EVLI.HE","536446843","20.2548","Finland"
"1021","Bpost","13B.F","535775272","2.67886","Belgium"
"1022","Scanfil","SCANFL.HE","535274311","8.21082","Finland"
"1023","Finnair","FIA1S.HE","533269738","2.60754","Finland"
"1024","Auna","AUNA","525923712","7.115","Luxembourg"
"1025","Voyageurs du Monde","ALVDM.PA","524861749","152.891","France"
"1026","Amadeus Fire","AAD.DE","520559817","95.8292","Germany"
"1027","Purmo Group","PURMO.HE","520518872","12.1965","Finland"
"1028","Bahnhof AB","3B7.F","520373281","4.71523","Sweden"
"1029","EnviTec Biogas","ETG.DE","514243694","34.6292","Germany"
"1030","Aurelius Group","AR4.DE","513292829","19.24","Germany"
"1031","Oatly","OTLY","509792032","0.8537","Sweden"
"1032","Tallink Grupp","T5N.F","506149293","0.661004","Estonia"
"1033","Miquel y Costas &amp; Miquel","MCM.MC","506110683","13.2854","Spain"
"1034","Roche Bobois","RBO.PA","504350735","48.3502","France"
"1035","Lindex Group","LINDEX.HE","503366865","3.11445","Finland"
"1036","Renta 4 Banco","R4.MC","500743931","12.3053","Spain"
"1037","RVRC Holding","RVRC.ST","500506761","4.50639","Sweden"
"1038","Allego","ALLG","496916448","1.82","Netherlands"
"1039","Schoeller-Bleckmann Oilfield Equipment","SBO.VI","495112238","31.4167","Austria"
"1040","Villeroy &amp; Boch","VIB3.DE","493905660","18.6214","Germany"
"1041","Enento Group","ENENTO.HE","491789437","20.7775","Finland"
"1042","Archicom","ARH.WA","489035037","8.36014","Poland"
"1043","Talgo S.A.","TLGO.MC","488506989","3.97474","Spain"
"1044","Mail.ru Group","RL9A.F","488183504","2.15866","Cyprus"
"1045","Brunel International","BRNL.AS","487963515","9.59381","Netherlands"
"1046","John Mattson Fastighetsföretagen","JOMA.ST","485454283","6.40492","Sweden"
"1047","Oma Säästöpankki","OMASP.HE","479955779","14.4833","Finland"
"1048","Caisse Régionale de Crédit Agricole Mutuel Loire Haute-Loire","CRLO.PA","478805062","59.0874","France"
"1049","Asseco Business Solutions","ABS.WA","477487538","14.2882","Poland"
"1050","Norma Group","NOEJ.F","474657119","14.8971","Germany"
"1051","Lilium","LILM","472962432","0.7476","Germany"
"1052","The Italian Sea Group","TISG.MI","472688646","8.91865","Italy"
"1053","Navitas Semiconductor","NVTS","471487040","2.57","Ireland"
"1054","Kri-Kri Milk Industry","KRI.AT","471023692","14.2655","Greece"
"1055","ABO Energy","AB9.DE","469930994","50.9637","Germany"
"1056","PlayWay","PLW.WA","469840128","71.1879","Poland"
"1057","Crédit Agricole Mutuel de la Touraine et du Poitou","CRTO.PA","469173560","74.6161","France"
"1058","Global Dominion Access","DOM.MC","468011691","3.13079","Spain"
"1059","Nextensa","NEXTA.BR","467722147","46.2812","Belgium"
"1060","Marie Brizard Wine &amp; Spirits","MBWS.PA","465396877","4.15986","France"
"1061","Safilo Group","SFL.MI","465363424","1.14777","Italy"
"1062","Instone Real Estate Group","INS.DE","465198319","10.4868","Germany"
"1063","2G Energy AG","2GB.DE","463982367","25.863","Germany"
"1064","VIB Vermögen","VIH1.F","463621109","14.0259","Germany"
"1065","Fiducial Real Estate","ORIA.PA","462663618","191.658","France"
"1066","Duni AB","DUNI.ST","460972727","9.80814","Sweden"
"1067","Waga Energy","WAGA.PA","460347756","18.6431","France"
"1068","Fastned","FAST.AS","457615821","23.9573","Netherlands"
"1069","Ion Beam Applications","IBAB.BR","457597909","15.6811","Belgium"
"1070","TINC NV","TINC.BR","454594481","12.5014","Belgium"
"1071","BayWa","BYW.F","452731456","22.8683","Germany"
"1072","Fastighets AB Trianon","TRIAN-B.ST","450143184","2.2465","Sweden"
"1073","Valneva SE","VALN","445108896","5.49","France"
"1074","RCS MediaGroup","RCS.MI","438338565","0.847218","Italy"
"1075","Acinque","AC5.MI","434100926","2.19972","Italy"
"1076","Plastika Kritis","PLAKR.AT","429337341","15.6811","Greece"
"1077","Borussia Dortmund","BVB.F","428543143","3.85495","Germany"
"1078","Addiko Bank","ZYE1.F","428463448","21.7794","Austria"
"1079","Eagle Football Group","EFG.PA","428014409","2.46107","France"
"1080","Jensen-Group","JEN.BR","427690925","45.0833","Belgium"
"1081","Linedata Services","LIN.PA","427162505","86.2463","France"
"1082","Medios AG","ILM1.DE","426622620","16.7266","Germany"
"1083","SNP Schneider-Neureither &amp; Partner","SHF.DE","420347790","57.7153","Germany"
"1084","Van de Velde","VAN.BR","420081629","33.2135","Belgium"
"1085","CGG","CGG.PA","418926038","0.587018","France"
"1086","Green Landscaping Group","GREEN.ST","416224915","7.41824","Sweden"
"1087","Simona","SIM0.F","411630186","68.605","Germany"
"1088","Newag","NWG.WA","409267102","9.09482","Poland"
"1089","PCC Rokita","PCR.WA","408402689","20.571","Poland"
"1090","Synektik Spólka Akcyjna","SNT.WA","405356800","47.5262","Poland"
"1091","Celon Pharma","CLN.WA","403858954","7.4988","Poland"
"1092","Plejd AB","PLEJD.ST","401807842","35.9441","Sweden"
"1093","illimity Bank","ILTY.MI","401368546","4.81324","Italy"
"1094","New Work","NWO.F","400279647","71.2186","Germany"
"1095","Murapol S.A.","MUR.WA","400010134","9.80417","Poland"
"1096","Knowit","KNOW.ST","396868034","14.5115","Sweden"
"1097","Nyab AB","NYAB.ST","394641815","0.5535","Sweden"
"1098","Text (LiveChat)","TXT.WA","392059107","15.2256","Poland"
"1099","Viking Line Abp","VIK1V.HE","391401503","22.6505","Finland"
"1100","SFC Energy AG","F3C.DE","388570219","22.3783","Germany"
"1101","XANO Industri","XANO-B.ST","385549798","6.50052","Sweden"
"1102","init innovation in traffic systems","IXX.DE","385022097","38.9851","Germany"
"1103","DATAGROUP SE","D6H.DE","383754015","44.8655","Germany"
"1104","Home Invest Belgium","HOMI.BR","383254414","18.8392","Belgium"
"1105","Frequentis","FQT.VI","381478994","28.7488","Austria"
"1106","Raisio plc","RAIVV.HE","380918898","2.39573","Finland"
"1107","PSI Software","PSAN.DE","377796467","24.1751","Germany"
"1108","Deceuninck","DECB.BR","377416356","2.68431","Belgium"
"1109","GH Research","GHRS","377203712","7.25","Ireland"
"1110","Caisse régionale de Crédit Agricole Mutuel d'Ille-et-Vilaine","CIV.PA","374133037","62.0712","France"
"1111","Econocom Group","ECONB.BR","373551127","2.17794","Belgium"
"1112","Patrimoine et Commerce SA","PAT.PA","372678384","23.4128","France"
"1113","WCM Beteiligungs- und Grundbesitz","WCMK.DE","370349106","2.46107","Germany"
"1114","Ercros","ECR.MC","366421884","4.00741","Spain"
"1115","Fonciere Inea","INEA.PA","365045846","33.758","France"
"1116","STEICO SE","ST5.DE","365008490","25.9175","Germany"
"1117","Jacquet Metals","JCQ.PA","364147664","17.4235","France"
"1118","Branicks Group","DIC.DE","363358240","4.28509","Germany"
"1119","Dustin Group","DUST.ST","363339931","0.803006","Sweden"
"1120","MilDef Group","MILDEF.ST","356540013","8.92866","Sweden"
"1121","Eurocash","EUR.WA","355372821","2.55364","Poland"
"1122","MCI Capital Alternatywna Spólka Inwestycyjna","MCI.WA","354852364","6.76412","Poland"
"1123","Knaus Tabbert AG","KTA.DE","354272408","34.1392","Germany"
"1124","Avio S.p.A.","AVIO.MI","353307634","13.9824","Italy"
"1125","Nyxoah","NYXH","352716608","9.4337","Belgium"
"1126","Solar A/S","SOLAR-B.CO","351153832","48.0823","Denmark"
"1127","M1 Kliniken AG","M12.DE","348860738","18.2402","Germany"
"1128","Euroapi","EAPI.PA","348327823","3.49559","France"
"1129","Datalogic S.p.A.","DAL.MI","345842779","6.43581","Italy"
"1130","Ascencio","ASCE.BR","345493438","52.3794","Belgium"
"1131","Stemmer Imaging","S9I.DE","345420886","53.1417","Germany"
"1132","Caisse Régionale de Crédit Agricole du Morbihan","CMO.PA","341726965","65.349","France"
"1133","Stalprodukt","STP.WA","338560794","62.7011","Poland"
"1134","Sygnity","SGN.WA","337354177","14.8456","Poland"
"1135","Arctic Paper","ARP.ST","335038871","4.78457","Poland"
"1136","Sidetrade","ALBFR.PA","334755544","239.573","France"
"1137","Alantra Partners","ALNT.MC","334751362","8.75531","Spain"
"1138","Groupe Pizzorno Environnement","GPE.PA","334119830","86.4641","France"
"1139","Neobo Fastigheter","NEOBO.ST","332064747","2.28379","Sweden"
"1140","Greenyard","GREEN.BR","329046699","6.53381","Belgium"
"1141","Nobia AB","NOBI.ST","327797468","0.487061","Sweden"
"1142","Grupo Empresarial San José","GSJ.MC","322899932","4.9657","Spain"
"1143","Exail Technologies","EXA.PA","321629341","18.9263","France"
"1144","Stillfront Group","SF.ST","321067199","0.632367","Sweden"
"1145","Mirbud S.A.","MRB.WA","320743167","2.91338","Poland"
"1146","Brockhaus Technologies","BKHT.DE","319699863","30.6","Germany"
"1147","Shoper","SHO.WA","319314488","11.3495","Poland"
"1148","Nordic Paper","NPAPER.ST","317123937","4.73964","Sweden"
"1149","Lucas Bols","BOLS.AS","315267568","19.6014","Netherlands"
"1150","Aeroporto G. Marconi Bologna","ADB.MI","314791314","8.62463","Italy"
"1151","FACC AG","FACC.VI","314641089","6.87139","Austria"
"1152","Infotel SA","INF.PA","314288786","45.6278","France"
"1153","Genfit","GNFT","313637920","6.205","France"
"1154","kneat.com","FOBK.F","311400562","3.31047","Ireland"
"1155","Esprinet","PRT.MI","309587682","6.26157","Italy"
"1156","Viaplay Group","VPLAY-B.ST","307447320","0.0671466","Sweden"
"1157","Credit Agricole Mutuel Toulouse 31","CAT31.PA","306366286","67.5161","France"
"1158","Gielda Papierów Wartosciowych w Warszawie","GPW.WA","305256215","11.2229","Poland"
"1159","Materialise NV","MTLS","303014752","5.13","Belgium"
"1160","PharmaSGP","PSG.DE","302921311","25.2641","Germany"
"1161","JDC Group AG","JDC.DE","302519978","23.3039","Germany"
"1162","Diana Shipping","DSX","301623552","2.41","Greece"
"1163","Bijou Brigitte","BIJ.DE","300554015","39.0395","Germany"
"1164","OVB Holding","O4B.DE","299520941","21.0171","Germany"
"1165","Immobiliare Grande Distribuzione SIIQ","IGD.MI","299195888","2.71153","Italy"
"1166","Unimot","UNT.WA","299061674","36.4806","Poland"
"1167","Euroseas","ESEA","298357696","42.54","Greece"
"1168","Alfen","ALFEN.AS","297305194","13.6883","Netherlands"
"1169","uniQure","QURE","297055360","6.1","Netherlands"
"1170","Gaumont SA","GAM.PA","296848420","93.6513","France"
"1171","Alan Allman Associates","AAA.PA","294364700","5.98933","France"
"1172","Bitcoin Group","ADE.DE","291299140","58.2598","Germany"
"1173","Selvita","SLV.WA","288308707","15.7069","Poland"
"1174","Probi AB","PROB.ST","287556521","25.2373","Sweden"
"1175","Basler Aktiengesellschaft","BSL.DE","286180603","9.31068","Germany"
"1176","Toscana Aeroporti","TYA.MI","285777197","15.3545","Italy"
"1177","KlaraBo Sverige","KLARA-B.ST","283490137","2.17003","Sweden"
"1178","Grenevia","GEA.WA","282730673","0.491982","Poland"
"1179","Chargeurs","CRI.PA","282371791","11.7173","France"
"1180","Akwel SA","AKW.PA","281253464","10.5957","France"
"1181","Eurobio Scientific","ALERS.PA","280615015","27.9865","France"
"1182","MotorK","MTRK.AS","280454440","6.16356","Italy"
"1183","Atrys Health","ATRY.MC","279492488","3.68071","Spain"
"1184","Hellenic Exchanges (Athens Stock Exchange)","EXAE.AT","279075997","4.82413","Greece"
"1185","Wallbox","WBX","278986400","1.12","Spain"
"1186","Bank Ochrony Srodowiska","BOS.WA","278920376","3.00205","Poland"
"1187","Surteco Group","SUR.DE","278606172","17.968","Germany"
"1188","Ekopak","EKOP.BR","278514891","18.5669","Belgium"
"1189","ElringKlinger","ZIL2.DE","278430561","4.34499","Germany"
"1190","All for One Group","A1OS.DE","276687357","55.5374","Germany"
"1191","SQLI SA","SQI.PA","273979292","58.8043","France"
"1192","Mo-BRUK S.A.","MBR.WA","272920366","79.0414","Poland"
"1193","Laboratorio Reig Jofre","RJF.MC","272892170","3.40847","Spain"
"1194","Brødrene A &amp; O Johansen","AOJ-B.CO","272866509","12.6371","Denmark"
"1195","Fiera Milano","FM.MI","272698613","3.83317","Italy"
"1196","BICO Group","BICO.ST","272430552","3.86016","Sweden"
"1197","Dexelance","DEX.MI","271193797","10.1274","Italy"
"1198","Bourse Direct","BSD.PA","269762840","5.22705","France"
"1199","Uzin Utz","UZU.DE","269162235","53.3595","Germany"
"1200","Acast AB","ACAST.ST","269160530","1.48652","Sweden"
"1201","Detection Technology","DETEC.HE","268922923","18.3491","Finland"
"1202","Ecoener","ENER.MC","266496056","4.68257","Spain"
"1203","Intracom Holdings","INTRK.AT","265673179","3.20157","Greece"
"1204","Enter Air","ENT.WA","261781434","14.9216","Poland"
"1205","LPKF Laser &amp; Electronics","LPK.DE","261690846","10.563","Germany"
"1206","Semperit","SEM.VI","261228183","12.6974","Austria"
"1207","Anora Group","ANORA.HE","260783535","3.86039","Finland"
"1208","Zumtobel Group","ZAG.VI","260299161","6.03289","Austria"
"1209","Rosenbauer International","ROS.VI","259915043","38.2228","Austria"
"1210","Gobarto","GOB.WA","257063646","9.24683","Poland"
"1211","Unieuro","UNIR.MI","256936722","12.5014","Italy"
"1212","IVU Traffic Technologies","IVU.DE","256463256","14.7011","Germany"
"1213","Viridien","VIRI.PA","253368233","35.3806","France"
"1214","ÖKOWORLD","VVV3.DE","249713723","34.9559","Germany"
"1215","MAX Automation","MXHN.DE","249712591","6.05467","Germany"
"1216","Hawesko","HAW.DE","249457371","27.7687","Germany"
"1217","Biesse","BSS.MI","249301361","8.93499","Italy"
"1218","ProQR","PRQR","245032448","2.9999","Netherlands"
"1219","Brinova Fastigheter","BRIN-B.ST","244738956","2.50461","Sweden"
"1220","Italian Wine Brands","IWB.MI","243037055","25.9175","Italy"
"1221","MT Højgaard Holding","MTHH.CO","242580307","31.5198","Denmark"
"1222","Hanza AB","HANZA.ST","241445636","5.53022","Sweden"
"1223","Árima Real Estate","ARM.MC","240641446","9.29979","Spain"
"1224","BHG Group AB","BHG.ST","240561859","1.34217","Sweden"
"1225","Amarin Corporation","AMRN","240452800","0.5848","Ireland"
"1226","Burgenland Holding","BHD.VI","238484156","79.4947","Austria"
"1227","Sensorion","ALSEN.PA","237246564","0.786235","France"
"1228","StealthGas","GASS","235879792","6.42","Greece"
"1229","Austriacard Holdings","ACAG.VI","235793863","6.50114","Austria"
"1230","UmweltBank","UBK.DE","235598824","6.53381","Germany"
"1231","Bonduelle","BON.PA","234166072","7.30698","France"
"1232","Avax S.A.","AVAX.AT","233878096","1.57683","Greece"
"1233","Remedy Entertainment","REMEDY.HE","233258064","17.1839","Finland"
"1234","OSE Immunotherapeutics","OSE.PA","232475087","9.9314","France"
"1235","Baader Bank","BWB.DE","231684896","4.7479","Germany"
"1236","Hydratec Industries","HYDRA.AS","226019384","174.235","Netherlands"
"1237","Bertrandt","BDT.DE","225598223","22.3239","Germany"
"1238","Nanobiotix","NBTX","224935296","4.745","France"
"1239","Procaps Group","PROC","224519760","1.99","Luxembourg"
"1240","Intred","ITD.MI","224173346","14.1021","Italy"
"1241","FRIWO","CEA.DE","222890123","25.9175","Germany"
"1242","Olimpo Real Estate","YORE.MC","222640183","1.13253","Spain"
"1243","Immobel","IMMO.BR","222508392","21.7576","Belgium"
"1244","Frauenthal Holding","FKA.VI","222340377","25.6997","Austria"
"1245","Groupe Partouche","PARP.PA","221974135","23.0861","France"
"1246","SMCP S.A.","SMCP.PA","221165249","2.88032","France"
"1247","The NAGA Group","N4G.DE","218692088","0.969182","Germany"
"1248","United Bankers Oyj","UNITED.HE","218655359","19.9826","Finland"
"1249","Ernst Russ","HXCK.DE","218652101","6.49025","Germany"
"1250","Iberpapel Gestión","IBG.MC","217236511","19.9281","Spain"
"1251","Sporting Clube de Portugal","SCP.LS","215561590","1.06719","Portugal"
"1252","Byggmax Group","BMAX.ST","215429652","3.67471","Sweden"
"1253","Fasadgruppen Group","FG.ST","215110970","4.34483","Sweden"
"1254","ZE PAK SA","ZEP.WA","213733475","4.20541","Poland"
"1255","Seanergy Maritime","SHIP","212714800","10.32","Greece"
"1256","CM.com","CMCOM.AS","212482579","7.29609","Netherlands"
"1257","Allgeier","AEIN.DE","211131299","18.4036","Germany"
"1258","STINAG Stuttgart Invest","STG.F","209123816","13.9388","Germany"
"1259","Josef Manner &amp; Comp","MAN.VI","207873244","109.986","Austria"
"1260","Civitanavi Systems","CNS.MI","205919617","6.70805","Italy"
"1261","Wawel","WWL.WA","204219196","158.083","Poland"
"1262","Lubelski Wegiel Bogdanka","LWB.WA","203876521","5.99397","Poland"
"1263","Talenom","TNOM.HE","203544149","4.47566","Finland"
"1264","Cellectis","CLLS","203030400","1.92","France"
"1265","Groupe SFPI","SFPI.PA","202825778","2.19972","France"
